PONumber,WONumber,vendorCode,iQtyOrdered,ExpenseType,dUnitPrice,dTotalCost,dtordereddate,dtReceivedDate,stkcode,sDesc
48687   ,,"durts10",50,"CoOp-Inventory",2.76,138,"2023-10-03 00:00:00","10/03/2023 00:00:00","35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
48217   ,,"cen1",25,"CoOp-Inventory",6.29,157.25,"2023-07-19 00:00:00","07/25/2023 00:00:00","35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
48194   ,,"durts10",25,"CoOp-Inventory",3.23,80.75,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
48393   ,,"hom2",-25,"Maintenance-Inventory",0.01,-0.25,"2023-08-15 00:00:00","10/18/2023 00:00:00","35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
3464    ,,"dom3",60,"XLegacyX",1,60,"2004-12-08 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
2916    ,,"dom3",30,"XLegacyX",1,30,"2004-09-09 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
3857    ,,"dom3",60,"XLegacyX",1,60,"2005-02-14 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
1510    ,,"lem5",8,"XLegacyX",2,16,"2004-01-28 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
1405    ,,"lem5",6,"XLegacyX",2,12,"2004-01-22 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
269     ,,"lem5",6,"XLegacyX",2,12,"2003-11-15 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
140     ,,"lem5",6,"XLegacyX",1,6,"2003-11-10 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
382     ,,"lem5",6,"XLegacyX",2,12,"2003-11-19 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
6661    ,,"dom3",60,"XLegacyX",1,60,"2006-08-28 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
5337    ,,"dom3",60,"XLegacyX",1,60,"2005-12-15 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
47405   ,,"cen1",25,"Maintenance-Inventory",5.79,144.75,"2023-03-20 00:00:00","03/20/2023 00:00:00","35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
33      ,,"lem5",6,"XLegacyX",1,6,"2003-11-03 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
1145    ,,"lem5",2,"XLegacyX",2,4,"2004-01-07 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
1410    ,,"lem5",10,"XLegacyX",3,30,"2004-01-22 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
421     ,,"lem5",1,"XLegacyX",3,3,"2003-11-24 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1480    ,,"lem5",7,"XLegacyX",3,21,"2004-01-27 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
140     ,,"lem5",6,"XLegacyX",1,6,"2003-11-10 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
127     ,,"lem5",1,"XLegacyX",1,1,"2003-11-07 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1433    ,,"lem5",1,"XLegacyX",3,3,"2004-01-26 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
47405   ,,"cen1",25,"Maintenance-Inventory",6.29,157.25,"2023-03-20 00:00:00","03/20/2023 00:00:00","35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
940     ,,"lem5",1,"XLegacyX",3,3,"2003-12-17 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
517     ,,"lem5",1,"XLegacyX",3,3,"2003-12-01 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
538     ,,"lem5",4,"XLegacyX",3,12,"2003-12-02 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
5861    ,,"dom3",60,"XLegacyX",1,60,"2006-03-24 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
5337    ,,"dom3",60,"XLegacyX",1,60,"2005-12-15 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
4762    ,,"dom3",50,"XLegacyX",1,50,"2005-08-18 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
6249    ,,"dom3",60,"XLegacyX",1,60,"2006-05-30 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
6661    ,,"dom3",60,"XLegacyX",1,60,"2006-08-28 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
364     ,,"lem5",1,"XLegacyX",3,3,"2003-11-18 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
917     ,,"lem5",1,"XLegacyX",3,3,"2003-12-16 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1129    ,,"lem5",1,"XLegacyX",3,3,"2004-01-06 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
606     ,,"lem5",6,"XLegacyX",3,18,"2003-12-05 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
508     ,,"lem5",6,"XLegacyX",3,18,"2003-12-01 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
541     ,,"lem5",1,"XLegacyX",3,3,"2003-12-02 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1474    ,,"lem5",1,"XLegacyX",3,3,"2004-01-27 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1617    ,,"lem5",1,"XLegacyX",3,3,"2004-02-05 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1615    ,,"lem5",1,"XLegacyX",3,3,"2004-02-05 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1550    ,,"lem5",6,"XLegacyX",3,18,"2004-01-30 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1212    ,,"lem5",1,"XLegacyX",3,3,"2004-01-12 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1294    ,,"lem5",1,"XLegacyX",3,3,"2004-01-15 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1278    ,,"lem5",1,"XLegacyX",3,3,"2004-01-15 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
3857    ,,"dom3",60,"XLegacyX",1,60,"2005-02-14 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
2916    ,,"dom3",30,"XLegacyX",1,30,"2004-09-09 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
3464    ,,"dom3",60,"XLegacyX",1,60,"2004-12-08 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
4301    ,,"dom3",60,"XLegacyX",1,60,"2005-05-09 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
4668    ,,"dom3",60,"XLegacyX",1,60,"2005-08-01 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1673    ,,"lem5",6,"XLegacyX",3,18,"2004-02-10 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1621    ,,"lem5",1,"XLegacyX",3,3,"2004-02-05 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
2485    ,,"dom3",60,"XLegacyX",1,60,"2004-06-23 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
48805   ,,"durts10",25,"CoOp-Inventory",3.92,98,"2023-10-19 00:00:00","10/20/2023 00:00:00","35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
48769   ,,"hom2",15,"Maintenance-Inventory",13.16,197.4,"2023-10-16 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
48217   ,,"cen1",25,"CoOp-Inventory",7.19,179.75,"2023-07-19 00:00:00","07/25/2023 00:00:00","35-01951        ","Tailpiece, 1-1/2 x 12 RB flange"
48194   ,,"durts10",25,"CoOp-Inventory",3.92,98,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
47013   ,,"cen1",50,"Maintenance-Inventory",6.29,314.5,"2023-01-31 00:00:00","02/01/2023 00:00:00","35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1637    ,,"dom3",60,"XLegacyX",1,60,"2004-02-05 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1380    ,,"lem5",1,"XLegacyX",3,3,"2004-01-21 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
1899    ,,"dom3",60,"XLegacyX",1,60,"2004-03-17 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
3127    ,,"dom3",60,"XLegacyX",1,60,"2004-10-12 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
620     ,,"lem5",1,"XLegacyX",3,3,"2003-12-05 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
621     ,,"lem5",1,"XLegacyX",3,3,"2003-12-05 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
42661   ,,"dom3",120,"Alltype Expense",0.01,1.2,"2021-05-17 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
44239   ,,"dom3",125,"Payables",3.28,410,"2021-12-21 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
45234   ,,"dom3",150,"Payables",4.16,624,"2022-05-12 00:00:00",,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange"
3127    ,,"dom3",60,"XLegacyX",1,60,"2004-10-12 00:00:00",,"35-01952        ","Tailpiece, Double Offset"
48143   ,,"hom2",8,"CoOp-Inventory",10.06,80.48,"2023-07-06 00:00:00","07/14/2023 00:00:00","35-01952        ","Tailpiece, Double Offset"
48372   ,,"cen1",24,"CoOp-Inventory",10.79,258.96,"2023-08-11 00:00:00","08/11/2023 00:00:00","35-01952        ","Tailpiece, Double Offset with nuts"
6248    ,,"dom3",50,"XLegacyX",1,50,"2006-05-30 00:00:00",,"35-01952        ","Tailpiece, Double Offset"
6249    ,,"dom3",50,"XLegacyX",1,50,"2006-05-30 00:00:00",,"35-01952        ","Tailpiece, Double Offset"
5142    ,,"dom3",50,"XLegacyX",1,50,"2005-11-08 00:00:00",,"35-01952        ","Tailpiece, Double Offset"
5861    ,,"dom3",60,"XLegacyX",1,60,"2006-03-24 00:00:00",,"35-02000        ","Toliet Flapper"
352     ,,"lem5",12,"XLegacyX",1.3,15.6,"2003-11-17 00:00:00",,"35-02000        ","Toliet Flapper"
539     ,,"lem5",6,"XLegacyX",1.3,7.8,"2003-12-02 00:00:00",,"35-02000        ","Toliet Flapper"
6249    ,,"dom3",60,"XLegacyX",1,60,"2006-05-30 00:00:00",,"35-02000        ","Toliet Flapper"
4944    ,,"dom3",50,"XLegacyX",1,50,"2005-09-23 00:00:00",,"35-02000        ","Toliet Flapper"
5337    ,,"dom3",60,"XLegacyX",1,60,"2005-12-15 00:00:00",,"35-02000        ","Toliet Flapper"
5045    ,,"dom3",60,"XLegacyX",1,60,"2005-10-17 00:00:00",,"35-02000        ","Toliet Flapper"
6661    ,,"dom3",60,"XLegacyX",1,60,"2006-08-28 00:00:00",,"35-02000        ","Toliet Flapper"
6543    ,,"dom3",60,"XLegacyX",1,60,"2006-08-01 00:00:00",,"35-02000        ","Toliet Flapper"
6955    ,,"dom3",60,"XLegacyX",1,60,"2006-10-17 00:00:00",,"35-02000        ","Toliet Flapper"
3953    ,,"dom3",60,"XLegacyX",1,60,"2005-03-02 00:00:00",,"35-02000        ","Toliet Flapper"
4526    ,,"dom3",80,"XLegacyX",1.3,104,"2005-06-29 00:00:00",,"35-02000        ","Toliet Flapper"
4080    ,,"dom3",60,"XLegacyX",1,60,"2005-03-30 00:00:00",,"35-02000        ","Toliet Flapper"
33      ,,"lem5",6,"XLegacyX",1,6,"2003-11-03 00:00:00",,"35-02000        ","Toliet Flapper"
3418    ,,"dom3",60,"XLegacyX",1,60,"2004-11-30 00:00:00",,"35-02000        ","Toliet Flapper"
4246    ,,"dom3",60,"XLegacyX",1,60,"2005-04-28 00:00:00",,"35-02000        ","Toliet Flapper"
140     ,,"lem5",6,"XLegacyX",1,6,"2003-11-10 00:00:00",,"35-02000        ","Toliet Flapper"
1539    ,,"lem5",4,"XLegacyX",1.3,5.2,"2004-01-30 00:00:00",,"35-02000        ","Toliet Flapper"
424     ,,"lem5",6,"XLegacyX",1.3,7.8,"2003-11-24 00:00:00",,"35-02000        ","Toliet Flapper"
1405    ,,"lem5",6,"XLegacyX",1.3,7.8,"2004-01-22 00:00:00",,"35-02000        ","Toliet Flapper"
2485    ,,"dom3",60,"XLegacyX",1,60,"2004-06-23 00:00:00",,"35-02000        ","Toliet Flapper"
1624    ,,"lem5",2,"XLegacyX",1.3,2.6,"2004-02-05 00:00:00",,"35-02000        ","Toliet Flapper"
1810    ,,"dom3",60,"XLegacyX",1.3,78,"2004-03-03 00:00:00",,"35-02000        ","Toliet Flapper"
4668    ,,"dom3",60,"XLegacyX",1,60,"2005-08-01 00:00:00",,"35-02000        ","Toliet Flapper"
1317    ,,"lem5",6,"XLegacyX",0.5,3,"2004-01-19 00:00:00",,"35-02000        ","Toliet Flapper"
1401    ,,"lem5",6,"XLegacyX",1.3,7.8,"2004-01-22 00:00:00",,"35-02000        ","Toliet Flapper"
1388    ,,"lem5",8,"XLegacyX",1.3,10.4,"2004-01-21 00:00:00",,"35-02000        ","Toliet Flapper"
1081    ,,"dom3",60,"XLegacyX",1,60,"2003-12-30 00:00:00",,"35-02000        ","Toliet Flapper"
670     ,,"lem5",12,"XLegacyX",1.3,15.6,"2003-12-11 00:00:00",,"35-02000        ","Toliet Flapper"
48549   ,,"durts10",25,"Plumbing-Inventory",1.69,42.25,"2023-09-11 00:00:00","09/11/2023 00:00:00","35-02000        ","Toilet Flapper"
48194   ,,"durts10",25,"CoOp-Inventory",1.69,42.25,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-02000        ","Toilet Flapper"
48222   ,,"hom2",12,"Plumbing-Inventory",6.19,74.28,"2023-07-20 00:00:00","07/18/2023 00:00:00","35-02000        ","Toilet Flapper"
48647   ,,"hom2",24,"Maintenance-Inventory",3.75,90,"2023-09-26 00:00:00","09/28/2023 00:00:00","35-02000        ","Toilet Flapper"
47812   ,,"dom3",10,"CoOp-Inventory",1.41,14.1,"2023-05-12 00:00:00","05/17/2023 00:00:00","35-02000        ","Toilet Flapper"
47518   ,,"hom2",6,"Maintenance-Inventory",11.98,71.88,"2023-04-03 00:00:00","04/19/2023 00:00:00","35-02000        ","Toilet Flapper"
1973    ,,"dom3",60,"XLegacyX",1,60,"2004-03-30 00:00:00",,"35-02000        ","Toliet Flapper"
1280    ,,"lem5",6,"XLegacyX",1.3,7.8,"2004-01-15 00:00:00",,"35-02000        ","Toliet Flapper"
5430    ,,"dom3",100,"XLegacyX",1,100,"2006-01-05 00:00:00",,"35-02000        ","Toliet Flapper"
596     ,,"lem5",10,"XLegacyX",1.3,13,"2003-12-05 00:00:00",,"35-02000        ","Toliet Flapper"
2185    ,,"dom3",60,"XLegacyX",1,60,"2004-05-05 00:00:00",,"35-02000        ","Toliet Flapper"
1320    ,,"lem5",12,"XLegacyX",1.3,15.6,"2004-01-19 00:00:00",,"35-02000        ","Toliet Flapper"
3033    ,,"dom3",60,"XLegacyX",1,60,"2004-09-23 00:00:00",,"35-02000        ","Toliet Flapper"
44520   ,,"dom3",60,"Payables",0.81,48.6,"2022-02-07 00:00:00","02/23/2022 00:00:00","35-02000        ","Toilet Flapper"
42113   ,,"dom3",96,"Alltype Expense",0.01,0.96,"2021-03-15 00:00:00",,"35-02000        ","Toilet Flapper"
42661   ,,"dom3",120,"Alltype Expense",0.01,1.2,"2021-05-17 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
3033    ,,"dom3",60,"XLegacyX",1,60,"2004-09-23 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
670     ,,"lem5",4,"XLegacyX",2.5,10,"2003-12-11 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
4012    ,,"dom3",60,"XLegacyX",1,60,"2005-03-16 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
3624    ,,"dom3",60,"XLegacyX",1,60,"2005-01-10 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
2678    ,,"dom3",60,"XLegacyX",1,60,"2004-07-23 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
2678    ,,"dom3",30,"XLegacyX",1,30,"2004-07-23 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
1899    ,,"dom3",30,"XLegacyX",1,30,"2004-03-17 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
1517    ,,"lem5",3,"XLegacyX",2.5,7.5,"2004-01-28 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
3281    ,,"dom3",60,"XLegacyX",1,60,"2004-11-05 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
46422   ,,"dom3",50,"Payables",2.42,121,"2022-11-15 00:00:00","12/19/2022 00:00:00","35-02025        ","Toilet Supply (speedies)"
4762    ,,"dom3",30,"XLegacyX",1,30,"2005-08-18 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
6114    ,,"dom3",36,"XLegacyX",1,36,"2006-05-04 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
5430    ,,"dom3",60,"XLegacyX",1,60,"2006-01-05 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
5142    ,,"dom3",30,"XLegacyX",1,30,"2005-11-08 00:00:00",,"35-02025        ","Toilet Supply (speedies)"
46881   ,,"dom3",50,"Maintenance-Inventory",2.42,121,"2023-01-18 00:00:00","04/03/2023 00:00:00","35-02025        ","Toilet Supply (speedies)"
462     ,,"lem5",3,"XLegacyX",2.35,7.05,"2003-11-25 00:00:00",,"35-02050        ","Toliet Tank Handles"
539     ,,"lem5",3,"XLegacyX",2.35,7.05,"2003-12-02 00:00:00",,"35-02050        ","Toliet Tank Handles"
352     ,,"lem5",12,"XLegacyX",2.35,28.2,"2003-11-17 00:00:00",,"35-02050        ","Toliet Tank Handles"
5599    ,,"dom3",80,"XLegacyX",1,80,"2006-01-30 00:00:00",,"35-02050        ","Toliet Tank Handles"
6249    ,,"dom3",60,"XLegacyX",1,60,"2006-05-30 00:00:00",,"35-02050        ","Toliet Tank Handles"
4944    ,,"dom3",50,"XLegacyX",1,50,"2005-09-23 00:00:00",,"35-02050        ","Toliet Tank Handles"
5045    ,,"dom3",60,"XLegacyX",1,60,"2005-10-17 00:00:00",,"35-02050        ","Toliet Tank Handles"
6543    ,,"dom3",60,"XLegacyX",1,60,"2006-08-01 00:00:00",,"35-02050        ","Toliet Tank Handles"
6661    ,,"dom3",60,"XLegacyX",1,60,"2006-08-28 00:00:00",,"35-02050        ","Toliet Tank Handles"
3281    ,,"dom3",60,"XLegacyX",1,60,"2004-11-05 00:00:00",,"35-02050        ","Toliet Tank Handles"
3953    ,,"dom3",60,"XLegacyX",1,60,"2005-03-02 00:00:00",,"35-02050        ","Toliet Tank Handles"
5249    ,,"dom3",60,"XLegacyX",1,60,"2005-12-05 00:00:00",,"35-02050        ","Toliet Tank Handles"
4578    ,,"dom3",60,"XLegacyX",1,60,"2005-07-11 00:00:00",,"35-02050        ","Toliet Tank Handles"
1539    ,,"lem5",4,"XLegacyX",2.35,9.4,"2004-01-30 00:00:00",,"35-02050        ","Toliet Tank Handles"
140     ,,"lem5",6,"XLegacyX",1,6,"2003-11-10 00:00:00",,"35-02050        ","Toliet Tank Handles"
1152    ,,"lem5",3,"XLegacyX",2.35,7.05,"2004-01-07 00:00:00",,"35-02050        ","Toliet Tank Handles"
424     ,,"lem5",6,"XLegacyX",2.35,14.1,"2003-11-24 00:00:00",,"35-02050        ","Toliet Tank Handles"
2485    ,,"dom3",60,"XLegacyX",1,60,"2004-06-23 00:00:00",,"35-02050        ","Toliet Tank Handles"
1810    ,,"dom3",60,"XLegacyX",2.35,141,"2004-03-03 00:00:00",,"35-02050        ","Toliet Tank Handles"
3756    ,,"dom3",60,"XLegacyX",1,60,"2005-01-27 00:00:00",,"35-02050        ","Toliet Tank Handles"
4301    ,,"dom3",60,"XLegacyX",1,60,"2005-05-09 00:00:00",,"35-02050        ","Toliet Tank Handles"
1210    ,,"lem5",3,"XLegacyX",2.35,7.05,"2004-01-12 00:00:00",,"35-02050        ","Toliet Tank Handles"
557     ,,"dom3",60,"XLegacyX",1,60,"2003-12-02 00:00:00",,"35-02050        ","Toliet Tank Handles"
605     ,,"lem5",6,"XLegacyX",2.35,14.1,"2003-12-05 00:00:00",,"35-02050        ","Toliet Tank Handles"
348     ,,"lem5",6,"XLegacyX",2.35,14.1,"2003-11-17 00:00:00",,"35-02050        ","Toliet Tank Handles"
299     ,,"lem5",12,"XLegacyX",2.35,28.2,"2003-11-15 00:00:00",,"35-02050        ","Toliet Tank Handles"
292     ,,"lem5",6,"XLegacyX",2.35,14.1,"2003-11-15 00:00:00",,"35-02050        ","Toliet Tank Handles"
427     ,,"lem5",4,"XLegacyX",2.35,9.4,"2003-11-24 00:00:00",,"35-02050        ","Toliet Tank Handles"
432     ,,"lem5",12,"XLegacyX",2.35,28.2,"2003-11-24 00:00:00",,"35-02050        ","Toliet Tank Handles"
3033    ,,"dom3",100,"XLegacyX",1,100,"2004-09-23 00:00:00",,"35-02050        ","Toliet Tank Handles"
1254    ,,"lem5",4,"XLegacyX",2.35,9.4,"2004-01-14 00:00:00",,"35-02050        ","Toliet Tank Handles"
1366    ,,"lem5",6,"XLegacyX",2.35,14.1,"2004-01-20 00:00:00",,"35-02050        ","Toliet Tank Handles"
42113   ,,"dom3",96,"Alltype Expense",0.01,0.96,"2021-03-15 00:00:00",,"35-02050        ","Toilet Tank Handles"
46073   ,,"dom3",30,"Payables",2.07,62.1,"2022-09-26 00:00:00",,"35-02050        ","Toilet Tank Handles"
46517   ,,"ff1",8,"Alltype Expense",199.5,1596,"2022-11-28 00:00:00",,"35-02074        ","19 x 17 COMBO SINK/VANITY"
45734   ,,"ff1",10,"Payables",199.5,1995,"2022-08-01 00:00:00",,"35-02074        ","19 x 17 COMBO SINK/VANITY"
47227   ,,"ff1",3,"Maintenance-Inventory",249.5,748.5,"2023-02-27 00:00:00","02/28/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
47290   ,,"ff1",4,"Maintenance-Inventory",199.5,798,"2023-03-07 00:00:00","03/09/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
47938   ,,"ff1",4,"Maintenance-COGS",249.5,998,"2023-05-31 00:00:00","08/01/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
48724   ,,"ace12",3,"CoOp-Inventory",125,375,"2023-10-09 00:00:00","10/12/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
48524   ,,"ace12",6,"CoOp-Inventory",125,750,"2023-09-06 00:00:00","09/13/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
48516   ,,"ff1",3,"Maintenance-Inventory",199.5,598.5,"2023-09-05 00:00:00","09/13/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
48161   ,472525  ,"gol12",1,"Maintenance-COGS",251,251,"2023-07-10 00:00:00","07/27/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
48205   ,,"ace12",6,"CoOp-Inventory",125,750,"2023-07-18 00:00:00","07/19/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
48014   ,,"ff1",6,"CoOp-Inventory",199.5,1197,"2023-06-14 00:00:00","07/12/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
48032   ,,"ace12",1,"CoOp-Inventory",125,125,"2023-06-15 00:00:00","06/22/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
48113   ,471868  ,"gol12",1,"Maintenance-COGS",251,251,"2023-06-28 00:00:00",,"35-02074        ","19 x 17 COMBO SINK/VANITY"
48334   ,,"ace12",3,"CoOp-Inventory",125,375,"2023-08-09 00:00:00","08/18/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
42138   ,,"ff1",10,"Alltype Expense",0.01,0.1,"2021-03-17 00:00:00",,"35-02074        ","19 x 17 COMBO SINK/VANITY"
42842   ,,"ff1",10,"Payables",0.01,0.1,"2021-06-09 00:00:00","06/23/2021 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
42582   ,,"ff1",10,"Alltype Expense",189.5,1895,"2021-05-07 00:00:00","07/20/2021 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
41701   ,,"ff1",10,"Alltype Expense",0.01,0.1,"2021-01-28 00:00:00",,"35-02074        ","19 x 17 COMBO SINK/VANITY"
44549   ,,"ff1",5,"Payables",199.5,997.5,"2022-02-10 00:00:00",,"35-02074        ","19 x 17 COMBO SINK/VANITY"
45365   ,,"ff1",10,"Payables",199.5,1995,"2022-06-01 00:00:00",,"35-02074        ","19 x 17 COMBO SINK/VANITY"
44996   ,,"ff1",10,"Payables",199.5,1995,"2022-04-11 00:00:00",,"35-02074        ","19 x 17 COMBO SINK/VANITY"
44401   ,,"ff1",10,"Payables",199.5,1995,"2022-01-20 00:00:00",,"35-02074        ","19 x 17 COMBO SINK/VANITY"
47628   ,,"ff1",4,"Maintenance-COGS",199.5,798,"2023-04-19 00:00:00","04/21/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
46724   ,,"ff1",7,"Payables",199.5,1396.5,"2022-12-21 00:00:00","12/28/2022 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
47447   ,,"ff1",2,"Maintenance-Inventory",199.5,399,"2023-03-24 00:00:00","03/28/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY"
5830    ,,"adv3",10,"XLegacyX",1,10,"2006-03-20 00:00:00",,"35-02075        ","Vanity ( oak) , 19"" x 17"""
6957    ,,"adv3",10,"XLegacyX",1,10,"2006-10-17 00:00:00",,"35-02075        ","Vanity ( oak) , 19"" x 17"""
6795    ,,"adv3",10,"XLegacyX",1,10,"2006-09-15 00:00:00",,"35-02075        ","Vanity ( oak) , 19"" x 17"""
5054    ,,"adv3",25,"XLegacyX",1,25,"2005-10-18 00:00:00",,"35-02075        ","Vanity ( oak) , 19"" x 17"""
5341    ,,"adv3",20,"XLegacyX",1,20,"2005-12-15 00:00:00",,"35-02075        ","Vanity ( oak) , 19"" x 17"""
